,x,y
0,-0.8496294287526567,0.3170275846121643
1,-0.5016557050425113,-0.12284620660384638
2,-0.7803437959811367,0.10898281341328599
3,-0.481262236395436,-0.405984149808283
4,-0.8721971700753015,0.19967646108040826
5,-1.0290367582150224,0.19423122264170312
6,0.017692602804909717,-0.7917016764109381
7,-0.4541645848601719,0.22093591527666626
8,0.6709947028728945,2.0986389152267737
9,-0.7070294465971072,0.03015550755820121
10,-0.9599700710728875,0.17128298466755437
11,-0.4837964005464876,-0.1680140506844479
12,-1.0315709223660736,0.4322013217655384
13,-0.8496294287526593,0.3170275846121865
14,-0.6778403789558262,0.5091985553830078
15,-0.8186857795904243,0.50121546614576
16,-0.751917582008972,0.17762291077039558
17,0.5334321921322882,1.4258189995321962
18,-0.3396956969422469,0.48939634110402913
19,-0.8186857795904243,0.50121546614576
20,-0.7506998162042242,0.2087320768210342
21,-0.6835971986559255,-0.007672469450490905
22,-0.6463327904684993,-0.04021528830712452
23,-1.082564877660882,0.24621010087665
24,-0.8496294287526593,0.3170275846121865
25,-0.5607834464385433,-0.2676961188843379
26,-0.3422986817127216,-0.00185318398867447
27,-0.578974083139124,-0.2665794759664918
28,0.9579057781658032,1.7680069951594024
29,-0.7209739328467368,0.36181079230396895
30,-0.18765563627031154,-0.03793762435176189
31,0.5334321921322882,1.4258189995321962
32,-0.7803437959811371,0.10898281341328632
33,-0.71890083606344,0.20095915979469772
34,-0.8614771281645859,1.0033025608650183
35,-0.21128232277469253,0.4262014821856242
36,-0.38072589406642654,0.31957060898488154
37,-0.5016557050425109,-0.12284620660384303
38,1.318390392599238,1.4054596617846056
39,-0.4323700722709887,-0.3308909778027431
40,-0.908757170148692,0.17217767233169146
41,-0.908757170148692,0.17217767233169146
42,-0.23353452358002702,-0.46848316805868623
43,-0.8496294287526593,0.3170275846121865
44,-0.5016557050425109,-0.12284620660384303
45,-0.44752917108022017,-0.1942442593535389
46,-0.5016557050425109,-0.12284620660384303
47,-0.2709112577708384,-0.09899990630422614
48,2.30717910551595,0.9514063235545833
49,-0.651215220075023,-0.12679779822286866
50,-0.23353452358002702,-0.46848316805868623
51,-0.5016557050425109,-0.12284620660384303
52,-0.5133001899405144,0.1230356858342828
53,-0.5607834464385433,-0.2676961188843379
54,-0.5053705964289422,0.17125859751690756
55,-1.0315709223660736,0.4322013217655384
56,2.322134442131474,-0.4976481083757898
57,-0.3396956969422469,0.48939634110402913
58,-0.8186857795904243,0.50121546614576
59,0.24794091116118158,-1.1753049998147473
60,0.2787982708395592,-1.148687480370812
61,0.8799450798504949,-1.7512894355762947
62,0.03597820359376739,-0.6029153373296212
